Name,Steps,HeartRate,Calories,Distance,Duration,Age
Jesse Leblanc,11787.0,125.0,354.0,,27.0,41.0
Caroline Santos,18887.0,172.0,279.0,6.89,100.0,23.0
Laurie Hess,12084.0,99.0,529.0,14.46,112.0,38.0
Sonya Benson,16338.0,70.0,790.0,14.93,37.0,
Brandon Hopkins,12944.0,,436.0,,108.0,56.0
Justin Holmes,12036.0,,854.0,1.91,102.0,63.0
Cody Jimenez,,156.0,,11.95,95.0,
Christine Castillo,4720.0,113.0,596.0,4.8,36.0,37.0
Mary Collins,,157.0,549.0,7.56,,39.0
Kerry Morales,,123.0,760.0,8.36,31.0,32.0
Ms. Amy Williams MD,13632.0,65.0,400.0,4.72,60.0,39.0
April Kennedy,18941.0,156.0,548.0,9.68,48.0,
Julie Burke,15844.0,141.0,378.0,4.26,35.0,
Cody Ward,18736.0,,552.0,14.54,30.0,18.0
Noah Barker,,142.0,265.0,12.95,57.0,36.0
Alexander Johnson,,106.0,622.0,13.9,,
Lauren King,3540.0,109.0,383.0,,112.0,62.0
Sharon Gordon,,73.0,345.0,,94.0,23.0
Michael Estrada,19709.0,93.0,289.0,9.44,,49.0
Christopher Browning,19506.0,129.0,847.0,10.31,55.0,
Francis Haynes,4590.0,,273.0,14.38,,25.0
Elizabeth Rios,13004.0,124.0,662.0,11.62,88.0,57.0
Monica Hernandez,12551.0,111.0,334.0,12.4,54.0,
James Martin,13523.0,,475.0,14.43,,59.0
Andrew Keller,5910.0,144.0,396.0,9.52,84.0,45.0
Tina Ross,5692.0,140.0,719.0,2.51,,
Elizabeth Miller,,159.0,409.0,14.84,5.0,52.0
Ricardo Johnson,5589.0,,109.0,6.57,,39.0
Morgan Thomas,4243.0,,794.0,0.57,117.0,34.0
Charlotte Christian,,85.0,,,,
Jeffrey Powell,7744.0,150.0,,,25.0,46.0
Megan Duran,6311.0,94.0,390.0,0.92,70.0,26.0
Janet Williamson,11155.0,131.0,853.0,8.58,,61.0
Scott Ross,3147.0,98.0,609.0,14.45,115.0,29.0
Diane Cortez,19024.0,,567.0,,65.0,40.0
Diane Everett,,,,11.88,33.0,41.0
Chase Hall,8769.0,121.0,632.0,11.16,95.0,63.0
Jeremy Anderson,18674.0,100.0,858.0,1.52,42.0,
Lydia Dean,6904.0,109.0,654.0,9.3,,
Sydney Walker,7160.0,66.0,562.0,2.83,23.0,35.0
Joshua Webb,13117.0,68.0,592.0,3.13,91.0,55.0
Jennifer Shields,8589.0,118.0,160.0,0.87,,40.0
Alicia Patel,17909.0,138.0,467.0,9.99,,26.0
Jeffrey Nash,17367.0,86.0,718.0,3.55,92.0,18.0
Destiny Calderon,16935.0,67.0,,13.72,,
Lisa Cox,,125.0,,14.01,72.0,28.0
Jessica Fields,1955.0,144.0,,7.81,78.0,63.0
Catherine Villarreal,4818.0,,,5.76,,21.0
Lauren Rogers,1746.0,103.0,535.0,2.45,89.0,51.0
Lisa Nguyen,2255.0,,580.0,13.38,86.0,40.0
Dr. Kayla Diaz MD,15572.0,,,9.32,27.0,37.0
Julia Morgan,19260.0,,682.0,10.45,105.0,56.0
Susan Bryan,8499.0,113.0,805.0,,57.0,
Ethan Thomas,9632.0,127.0,648.0,7.72,42.0,46.0
Mark Vega,,147.0,,7.91,48.0,64.0
Brenda Spencer,3088.0,101.0,726.0,13.29,32.0,46.0
Amanda Ramos,2982.0,67.0,183.0,13.07,87.0,
Dominique King,11667.0,87.0,384.0,6.48,37.0,
Brianna Smith,14560.0,81.0,822.0,12.29,62.0,29.0
Jeffrey Pace,,156.0,,13.37,116.0,39.0
Brittney Short,7722.0,81.0,405.0,1.53,11.0,
Nicole Williams,17750.0,101.0,476.0,,91.0,62.0
Brandi Patterson,12432.0,100.0,,14.18,104.0,53.0
Jasmine James,2708.0,162.0,713.0,12.22,54.0,52.0
Frank Williams,19783.0,72.0,236.0,14.94,100.0,20.0
Rebecca Daniels,12614.0,111.0,787.0,14.03,,61.0
Cindy Richards,18852.0,75.0,298.0,9.76,12.0,
William Mora,11877.0,64.0,894.0,12.34,35.0,53.0
Wayne Hurst,18754.0,121.0,744.0,,94.0,57.0
Dylan Anderson,3409.0,144.0,241.0,0.56,36.0,34.0
Elizabeth Martin,12926.0,,883.0,14.71,45.0,40.0
Micheal Davis,17800.0,102.0,679.0,6.38,73.0,23.0
Jennifer Price,16963.0,76.0,,5.9,101.0,51.0
Ryan Hill,12013.0,62.0,219.0,10.38,,
Anne Merritt,17963.0,96.0,860.0,12.43,21.0,
James Scott,14484.0,,567.0,9.6,,20.0
Brad Baker,5768.0,68.0,184.0,11.07,60.0,24.0
Michael Shea,12730.0,87.0,238.0,1.72,21.0,
Sandra Garcia,,112.0,735.0,6.23,,39.0
Elizabeth Nelson,16064.0,,767.0,2.4,102.0,46.0
Kevin Hartman,6809.0,137.0,728.0,9.59,39.0,20.0
Miss Charlene Baker,18454.0,,470.0,14.63,,51.0
Joseph Foster,12938.0,178.0,,,20.0,58.0
Adam Evans,10547.0,,631.0,3.77,21.0,33.0
Phillip Lewis,1323.0,,502.0,3.1,17.0,58.0
Michelle Townsend,5704.0,130.0,,0.65,59.0,
Jimmy Harrington,15713.0,145.0,320.0,,37.0,47.0
Amanda Cisneros,19831.0,,156.0,1.42,,58.0
Melanie Gonzalez,5003.0,,515.0,,114.0,50.0
Jennifer Lozano,,142.0,453.0,12.85,38.0,46.0
Bryan Arnold,1882.0,126.0,382.0,6.64,53.0,
Tiffany Hamilton,8335.0,122.0,518.0,9.53,87.0,
Jennifer Miller,19625.0,112.0,831.0,5.72,78.0,
Gabrielle Phillips,1264.0,121.0,,10.16,96.0,22.0
Theresa Garcia,15872.0,130.0,715.0,12.03,20.0,37.0
Carolyn Holmes,2034.0,165.0,520.0,10.81,78.0,37.0
Pamela Harrison,,101.0,581.0,12.23,12.0,
Mrs. Ashley Allison MD,6084.0,120.0,606.0,9.35,108.0,34.0
Dr. Kyle Paul,6823.0,,426.0,,,60.0
Charles Wood,19579.0,174.0,750.0,8.89,12.0,
Ronald Nichols,16752.0,150.0,281.0,6.82,12.0,63.0
Samuel Grimes,10248.0,69.0,449.0,8.16,9.0,
Kara Gonzalez,9984.0,83.0,241.0,,,
Kelsey Perez,18507.0,175.0,251.0,11.14,,20.0
Katelyn Rodriguez,3061.0,149.0,302.0,7.98,44.0,
Jerome Berger PhD,18969.0,128.0,275.0,0.93,,38.0
April White,18346.0,122.0,,5.02,61.0,
Brian Valdez,11241.0,96.0,516.0,4.67,90.0,33.0
Shirley Bennett,,113.0,432.0,10.68,17.0,59.0
Meredith Barr,4340.0,124.0,880.0,11.45,40.0,19.0
Mr. Joshua White II,5764.0,,760.0,12.64,32.0,
Jason Owen,12070.0,62.0,,13.83,48.0,25.0
Mark Gill,3303.0,79.0,197.0,11.12,41.0,51.0
Raymond Watkins,3356.0,169.0,492.0,12.56,88.0,32.0
Charles Acosta,2436.0,155.0,489.0,3.83,67.0,64.0
George Conley,6985.0,130.0,221.0,7.46,,53.0
Kathleen Garcia,14752.0,135.0,307.0,,,
Daniel Morales V,14385.0,98.0,543.0,10.42,,
Jessica Greene,,130.0,271.0,10.51,,40.0
Sabrina Smith,12924.0,166.0,543.0,8.05,,
Johnny Holt,,168.0,786.0,12.01,,39.0
Christopher Ford,9506.0,,609.0,,107.0,
Joy Carpenter,7452.0,149.0,395.0,12.46,105.0,48.0
Daniel Kramer,,,159.0,0.54,11.0,20.0
Jordan Phelps,2884.0,171.0,168.0,9.88,,26.0
Daniel Schwartz,10225.0,166.0,727.0,4.84,45.0,
Billy King,6391.0,,553.0,,68.0,
Julie Medina,,93.0,410.0,2.77,96.0,
Derrick Fitzgerald,,114.0,380.0,,52.0,59.0
Miguel Rodriguez,16339.0,88.0,354.0,12.22,24.0,51.0
Elizabeth Henry DVM,11072.0,70.0,543.0,12.72,,55.0
Kevin Moore,6018.0,127.0,778.0,,5.0,51.0
Christian Foley,14555.0,133.0,731.0,1.75,25.0,18.0
Morgan Morris,14923.0,146.0,,6.54,98.0,46.0
Mary Duffy,19408.0,93.0,613.0,3.92,96.0,54.0
Stephanie Whitehead,19807.0,133.0,,10.69,28.0,52.0
Diana Klein,1016.0,152.0,857.0,,112.0,47.0
Sara Russell,3705.0,95.0,637.0,,,29.0
Eric Alvarez,15451.0,113.0,448.0,5.35,41.0,27.0
David Walters,,158.0,738.0,,119.0,44.0
William Casey,18677.0,109.0,692.0,2.66,84.0,
Jonathan Cervantes,15246.0,134.0,400.0,4.31,22.0,32.0
Terry Curry,,80.0,797.0,8.6,24.0,26.0
Amanda Walker,10746.0,132.0,586.0,6.83,33.0,50.0
James Lawson,4544.0,146.0,256.0,,46.0,37.0
Melissa Williamson,,,,14.15,43.0,62.0
Heather Brown,,60.0,680.0,7.52,9.0,46.0
Maria Jenkins,,,708.0,12.92,35.0,
Beth Kennedy,19403.0,71.0,652.0,2.83,,27.0
Tina Moreno,6471.0,156.0,344.0,8.32,93.0,52.0
Trevor Saunders,16019.0,94.0,,0.55,68.0,25.0
Rick Middleton,6792.0,123.0,,,,20.0
Mackenzie Ingram,9088.0,,138.0,13.41,86.0,22.0
Renee Campbell,13812.0,95.0,137.0,7.73,67.0,55.0
Clayton Hart,1652.0,112.0,426.0,11.38,,
Lisa Reed,8026.0,,311.0,8.14,,22.0
Karen Miller,11262.0,156.0,,3.16,61.0,52.0
Megan Morrow,,128.0,512.0,13.56,30.0,40.0
Jeffrey Yang,3945.0,,548.0,11.32,82.0,35.0
Sheryl Webb,18865.0,118.0,466.0,,,46.0
Cory Robinson,7699.0,149.0,,1.65,43.0,46.0
Robin Reed,,174.0,650.0,10.33,23.0,53.0
Samantha Holmes,6065.0,102.0,273.0,,31.0,18.0
Alexandria Estrada,13657.0,91.0,710.0,12.95,45.0,28.0
Melissa Sexton,10635.0,148.0,755.0,6.27,25.0,
Margaret Hall,17364.0,74.0,429.0,12.28,42.0,36.0
Jill Holloway,5780.0,89.0,,14.63,,44.0
James Thomas,3107.0,158.0,528.0,2.69,84.0,39.0
Sarah White,10515.0,116.0,896.0,11.1,,53.0
Erica Williams,15097.0,152.0,389.0,,53.0,60.0
Jeffery Jones,7478.0,95.0,132.0,14.76,,48.0
Eric Vaughn,7319.0,161.0,597.0,,28.0,29.0
Todd Barber,18342.0,127.0,819.0,4.57,13.0,25.0
Kimberly Powell,,68.0,190.0,12.65,105.0,37.0
Nathan Chapman,2764.0,70.0,197.0,1.28,,51.0
Ricky Hernandez MD,18819.0,123.0,467.0,11.5,20.0,29.0
Sharon Washington,15061.0,144.0,679.0,7.27,68.0,39.0
Jennifer Allen,,102.0,279.0,,78.0,49.0
Charles Garcia,12187.0,,,14.75,90.0,53.0
Veronica Juarez,17807.0,86.0,,,37.0,40.0
Ryan Arias,8032.0,97.0,875.0,10.26,36.0,47.0
Joseph Cummings,18711.0,74.0,779.0,4.65,114.0,43.0
Lisa Wilson,5493.0,75.0,,6.81,112.0,24.0
Matthew Taylor,,177.0,720.0,12.1,92.0,29.0
Greg Armstrong,2334.0,122.0,890.0,8.27,94.0,19.0
Connie Brown,6046.0,,823.0,9.85,84.0,18.0
Michele Good,18488.0,,316.0,,,24.0
Jessica Clark DDS,13914.0,73.0,363.0,,,32.0
Jerry Yu,4393.0,144.0,541.0,7.35,60.0,57.0
Christopher Roth,,127.0,642.0,13.97,,20.0
Jennifer Wiley,14024.0,108.0,420.0,14.16,6.0,55.0
Holly Allen,6502.0,63.0,460.0,9.13,58.0,56.0
Desiree Moran,9595.0,113.0,521.0,12.58,,43.0
Amy Drake DDS,14145.0,175.0,467.0,,48.0,19.0
Casey Walsh,,155.0,,13.58,76.0,
Benjamin Ortiz,19259.0,159.0,655.0,5.31,98.0,40.0
Sara Ortiz,11340.0,,,3.1,101.0,
Jason Fuller,,67.0,287.0,2.28,17.0,20.0
Cheyenne Howard,17279.0,110.0,,9.74,,35.0
Joshua Lopez,6516.0,156.0,411.0,,63.0,24.0
Kimberly White,15189.0,107.0,846.0,11.49,28.0,39.0
Leslie Skinner,17902.0,,621.0,10.18,76.0,
Phillip Lucas,5497.0,,122.0,7.12,49.0,44.0
Sarah Allen,4308.0,125.0,,13.62,102.0,51.0
Lisa Johnson,2696.0,,858.0,5.22,118.0,29.0
Justin Harrison,7226.0,77.0,,5.86,90.0,
Patricia Holt,18371.0,,403.0,3.69,112.0,23.0
Matthew Le,2732.0,168.0,145.0,3.14,,23.0
Scott Vazquez,7881.0,72.0,416.0,12.29,98.0,33.0
Martin Thompson,1152.0,120.0,484.0,4.02,55.0,58.0
Kyle Waters,11612.0,,523.0,6.93,26.0,61.0
Jennifer Wright,4017.0,126.0,607.0,3.69,77.0,52.0
Jenny Pena,1056.0,63.0,201.0,13.9,57.0,
Jeremy Alvarez,6193.0,,459.0,4.01,,62.0
Dakota Sutton,5115.0,131.0,,9.38,29.0,
Ashley Stewart,9130.0,155.0,149.0,11.24,28.0,
Matthew Villarreal,6087.0,,105.0,8.48,22.0,47.0
Omar Davidson,10565.0,174.0,,10.56,,57.0
Tommy Moon,8815.0,,369.0,6.64,69.0,55.0
Darlene Brown,11722.0,150.0,418.0,14.58,53.0,64.0
Kayla Green,14480.0,124.0,111.0,12.83,52.0,62.0
Leslie Coleman,5706.0,,112.0,12.12,113.0,
Daniel Foley,14092.0,64.0,886.0,7.2,33.0,46.0
Chelsea Chavez,7043.0,,600.0,,91.0,
Stacie Walton,13808.0,105.0,,5.62,101.0,32.0
Katrina Bell,5662.0,,631.0,12.39,46.0,41.0
Amanda Barnes,,112.0,371.0,8.88,48.0,29.0
Lindsey Fisher,18613.0,168.0,618.0,,89.0,47.0
John Conner,13465.0,,609.0,,106.0,27.0
Daniel Curtis,3315.0,133.0,765.0,2.5,79.0,51.0
Andrew Hurst,18045.0,147.0,616.0,5.48,34.0,
Ethan Franklin,14251.0,117.0,,5.87,96.0,21.0
Carol Ramirez,2472.0,99.0,706.0,14.37,113.0,31.0
Robert Brooks,9507.0,138.0,,,75.0,63.0
Valerie Johnson,2905.0,158.0,145.0,4.21,,
Rebecca Meyer,,,271.0,11.66,85.0,27.0
Sandra George,16433.0,,682.0,2.64,9.0,24.0
Alicia Landry,4946.0,95.0,849.0,11.47,,
Mary Powers,7988.0,127.0,825.0,,57.0,20.0
Lauren Russell,12586.0,116.0,,5.12,75.0,23.0
Mrs. Stephanie Simmons,14910.0,,884.0,,75.0,19.0
Julie Thomas,9623.0,,353.0,1.66,36.0,59.0
Manuel Gray,8174.0,125.0,485.0,14.93,66.0,60.0
Gina Tran,,169.0,477.0,2.66,34.0,20.0
Todd Gross,1953.0,174.0,567.0,,,30.0
Sean Miller,7372.0,91.0,,7.38,71.0,
Dominic Smith,3902.0,73.0,384.0,6.4,97.0,34.0
Joseph Russo,,,,4.08,24.0,62.0
Kevin Mercado,7761.0,90.0,,14.27,52.0,22.0
Steven Ward,8268.0,154.0,816.0,,37.0,46.0
Stacy Miller,11731.0,137.0,373.0,3.37,82.0,22.0
Emily Hall,,,421.0,,111.0,53.0
Christina Cole,14080.0,155.0,256.0,14.11,32.0,30.0
Justin Cook,4994.0,160.0,,10.23,,57.0
Karen Duffy,19741.0,162.0,,1.92,43.0,64.0
Susan Wilson,4404.0,136.0,615.0,11.86,79.0,41.0
Michelle Barnett,8698.0,118.0,213.0,6.11,42.0,61.0
Chad Morris,1010.0,173.0,613.0,5.82,115.0,26.0
Kimberly Livingston,14582.0,113.0,128.0,9.89,112.0,50.0
Casey Mills,3279.0,133.0,414.0,11.03,38.0,35.0
Jon Serrano,8690.0,176.0,,,115.0,20.0
Joseph Pruitt,,177.0,648.0,12.04,18.0,30.0
Kenneth Reynolds,4274.0,175.0,344.0,8.22,11.0,47.0
David Thomas,,63.0,655.0,11.33,52.0,57.0
Kristine Peterson,9728.0,83.0,748.0,7.67,46.0,50.0
William Howard,8323.0,120.0,,14.74,73.0,29.0
Keith Hansen,,,,1.22,61.0,51.0
Kimberly Wallace,11511.0,82.0,304.0,9.96,92.0,53.0
Christopher Wagner,4423.0,,554.0,4.62,35.0,48.0
Jessica Alvarez,,143.0,533.0,6.55,41.0,59.0
Sandra Edwards,5711.0,176.0,214.0,10.24,38.0,48.0
Steven Diaz,8188.0,164.0,638.0,1.16,,24.0
Carrie Moore,4894.0,95.0,558.0,15.0,63.0,28.0
Kelly Frye,16050.0,131.0,701.0,,,34.0
Donald Cabrera,2558.0,130.0,345.0,,,
Kathryn Rodriguez,,134.0,,12.73,111.0,
Haley Barnes,15396.0,,498.0,5.64,76.0,42.0
Bryan Savage,4636.0,127.0,499.0,2.96,107.0,47.0
Edward Lynch,15203.0,141.0,716.0,13.14,,56.0
Nicholas Vega,12228.0,153.0,182.0,3.74,35.0,32.0
Lacey Hernandez,15271.0,179.0,611.0,,19.0,19.0
Michelle Simpson,18865.0,103.0,320.0,8.75,77.0,27.0
Bryan Garcia,13536.0,75.0,,10.91,7.0,33.0
Larry Gillespie,1314.0,179.0,453.0,10.97,,29.0
Robert Jacobs,9976.0,112.0,600.0,5.0,,20.0
Colleen Thomas,6384.0,147.0,125.0,6.25,99.0,
Erika Thompson,17764.0,118.0,752.0,13.59,38.0,
Joseph Adams,7438.0,127.0,,5.36,,18.0
David Castro,11741.0,101.0,,4.46,15.0,43.0
Donna Padilla DVM,,,338.0,9.17,49.0,24.0
Michael Price,18322.0,87.0,185.0,9.81,70.0,27.0
Daisy Kirk,4239.0,74.0,634.0,9.53,11.0,49.0
Nathan White,4143.0,151.0,653.0,2.71,83.0,60.0
Dawn Brown,8088.0,84.0,567.0,14.58,111.0,25.0
Sara Porter,5843.0,149.0,542.0,8.95,30.0,64.0
Amy Smith,16140.0,119.0,326.0,13.0,,47.0
Kimberly Reed,11986.0,153.0,163.0,10.66,93.0,27.0
Ricky Walker,16022.0,172.0,549.0,,99.0,56.0
Stephanie Weaver,17874.0,158.0,632.0,7.95,63.0,
Kathleen Garcia,,77.0,,14.71,35.0,
Samantha Oneal,5239.0,,699.0,4.27,17.0,50.0
Aaron Durham,3697.0,103.0,,,,62.0
Cody Jones,1107.0,125.0,146.0,12.51,94.0,49.0
Vicki Brown,,169.0,285.0,3.38,16.0,59.0
Alexander Cox,17756.0,119.0,661.0,1.08,61.0,34.0
Thomas Brown,13376.0,164.0,,11.51,114.0,54.0
Adam Romero,5214.0,62.0,222.0,1.5,96.0,
Susan Ortiz,17322.0,,843.0,3.34,,49.0
Jeremy Roth,,,718.0,,,33.0
Andre Fletcher,12144.0,88.0,,,20.0,58.0
Jimmy Martinez,3916.0,102.0,771.0,10.68,48.0,
Christine Flores,13415.0,103.0,833.0,,91.0,
Joe Gonzalez,,96.0,261.0,,27.0,
Linda Harrison,12382.0,,665.0,1.41,,55.0
Sheri Scott,1973.0,,453.0,,70.0,52.0
Ms. Laura Evans,6533.0,109.0,126.0,2.18,115.0,
Roy Alvarado,1450.0,,338.0,9.14,67.0,59.0
Travis Gonzalez,17485.0,,586.0,10.63,11.0,62.0
Pamela Johnson,6257.0,83.0,,12.39,116.0,20.0
Cheryl Thomas,,,154.0,,,30.0
Robert Payne,,174.0,290.0,,45.0,37.0
Stephanie Payne,17333.0,151.0,399.0,12.47,71.0,34.0
Blake Foster PhD,9305.0,145.0,295.0,1.42,14.0,45.0
Nicole Reed,2125.0,161.0,382.0,,23.0,
Tammy Shaw,15080.0,77.0,467.0,9.58,49.0,59.0
Joseph Hall,15928.0,145.0,191.0,1.64,105.0,58.0
Desiree Johns,13401.0,68.0,508.0,3.73,,20.0
Donald James,12163.0,80.0,423.0,9.88,67.0,55.0
Bryce Harris,14339.0,159.0,171.0,2.39,,47.0
Tracy Jimenez,,126.0,608.0,10.42,83.0,51.0
Matthew Holder,,118.0,848.0,,61.0,49.0
Amy Armstrong,,166.0,,8.0,,
Maria Lopez,8807.0,146.0,381.0,14.27,86.0,
Christina Peterson,,149.0,,13.35,6.0,
Andrea Reed,6395.0,172.0,,2.37,6.0,57.0
Heidi Phillips,7341.0,176.0,484.0,2.28,92.0,25.0
Matthew Leon,18406.0,93.0,614.0,14.4,116.0,31.0
Paula Campbell,12608.0,84.0,214.0,7.64,27.0,
Juan Anderson,2115.0,91.0,404.0,,,58.0
Phillip Reed,13775.0,117.0,666.0,6.94,98.0,59.0
Jordan Combs,5372.0,153.0,696.0,,,19.0
Brittany Chandler,,83.0,223.0,7.3,65.0,18.0
Elizabeth Lopez,15754.0,,852.0,9.38,15.0,54.0
Denise Vargas,13642.0,,,4.63,11.0,31.0
Elizabeth Sanchez,15002.0,74.0,713.0,7.45,93.0,61.0
Cory Jones,,,164.0,1.18,12.0,21.0
Robert Johnson,6896.0,,179.0,5.79,,
Holly Smith,15580.0,118.0,136.0,,33.0,47.0
Nicholas Duncan,,99.0,273.0,13.3,58.0,28.0
Michael Walsh,11662.0,,265.0,11.6,27.0,
Daisy Moore,,172.0,225.0,4.49,50.0,48.0
Robert Garza,16706.0,73.0,660.0,5.26,24.0,54.0
Jacob Rodriguez,13611.0,92.0,,3.1,5.0,22.0
Courtney Brooks,15348.0,132.0,,,57.0,32.0
Ana Sanders,16440.0,68.0,350.0,13.09,96.0,22.0
Sheila Schneider DVM,18762.0,150.0,,,68.0,
Kathy Herrera,12508.0,86.0,443.0,12.74,35.0,
Timothy Bryant,,85.0,742.0,4.88,119.0,56.0
Stephen Phillips,12923.0,129.0,341.0,,11.0,57.0
Lindsay Bridges,,,421.0,13.17,61.0,
Michelle Roberts,8309.0,174.0,,10.88,62.0,39.0
Aaron Morris,,169.0,426.0,,113.0,
Jenny James,,143.0,,9.72,72.0,35.0
Luis Hood,2948.0,118.0,705.0,14.31,41.0,36.0
Matthew Graham,19278.0,153.0,283.0,,56.0,47.0
Robert Bowman,8534.0,161.0,146.0,9.98,54.0,
James Lewis,9050.0,,606.0,,55.0,64.0
Caitlin Cohen,17460.0,,486.0,,98.0,
Brooke Castaneda,,,452.0,7.07,118.0,22.0
Gregory Bates,19473.0,92.0,589.0,,115.0,43.0
Antonio Roberts,15726.0,80.0,,12.12,41.0,42.0
Susan Lopez,2641.0,118.0,628.0,13.29,118.0,
Dylan Peterson,5887.0,165.0,420.0,9.61,71.0,21.0
Tiffany Jackson,13336.0,156.0,144.0,8.33,,64.0
Philip Rios,,143.0,750.0,3.04,57.0,45.0
Jonathan Howard,4302.0,151.0,,14.18,10.0,26.0
Samantha Glenn,,136.0,570.0,14.22,73.0,18.0
Jennifer Pierce,16290.0,98.0,835.0,12.89,56.0,
Theresa Jones,,121.0,766.0,11.57,,
Jessica Nguyen,,109.0,529.0,10.4,116.0,50.0
Joseph Rosales,6526.0,85.0,103.0,9.71,29.0,41.0
Denise Stuart,,142.0,818.0,,44.0,51.0
Linda Martin,19292.0,75.0,,5.6,76.0,33.0
Christopher Jacobson,,77.0,454.0,13.9,114.0,62.0
Michael Santos,6901.0,84.0,,,27.0,29.0
Alicia Walker,17623.0,,,0.81,119.0,44.0
Nicole Harding,19550.0,146.0,649.0,6.27,37.0,23.0
Jay Lane,17704.0,90.0,,11.55,92.0,49.0
Jennifer Dougherty,14521.0,75.0,519.0,,,32.0
Cory Johnson,12159.0,143.0,,11.17,68.0,19.0
Daniel Wright,19347.0,163.0,633.0,7.71,91.0,60.0
Amanda Brown,9197.0,,409.0,10.75,56.0,23.0
Charles Griffin,16638.0,148.0,298.0,,81.0,
Kim Ward,12013.0,115.0,664.0,7.12,88.0,26.0
Manuel Werner,16526.0,175.0,448.0,13.86,9.0,61.0
Luke Davis,17986.0,,,3.84,79.0,55.0
Anthony Cortez,3544.0,163.0,515.0,14.16,95.0,45.0
Christina Stevens,7939.0,148.0,495.0,5.61,63.0,49.0
Kevin Gray,8950.0,84.0,224.0,4.13,21.0,48.0
Howard Schneider,,94.0,,5.23,36.0,62.0
Jared Jones,17282.0,,799.0,2.11,11.0,26.0
Alexandria Young,14408.0,161.0,186.0,,19.0,
Troy Tucker,19814.0,133.0,,5.74,61.0,60.0
Mary Kemp,15642.0,141.0,,12.02,,62.0
Christopher Anderson,8919.0,,204.0,5.28,,49.0
Robert Thomas,9695.0,75.0,340.0,4.48,,60.0
Emma Yoder,4289.0,100.0,428.0,,33.0,29.0
Theresa Sanchez,9229.0,175.0,254.0,13.88,114.0,
Douglas Ortega,19559.0,132.0,741.0,2.61,52.0,20.0
Anne Pineda,9599.0,,,0.73,71.0,22.0
Stephanie Wilson,7719.0,,749.0,4.32,86.0,29.0
Edward Lewis,16874.0,61.0,226.0,,,38.0
Gregory Brown,5299.0,,188.0,,61.0,
Charles Roach,11035.0,,,0.81,110.0,47.0
William Mendez,1357.0,147.0,195.0,12.9,37.0,18.0
Emily Deleon,16946.0,,,6.18,115.0,
Brian Williams,,155.0,400.0,11.34,96.0,48.0
Elizabeth Hogan,,96.0,,13.2,,
Carmen Roth,12668.0,76.0,885.0,2.71,,44.0
Deborah Bennett,5383.0,77.0,459.0,10.54,36.0,59.0
Bradley Cunningham,,,,11.93,87.0,29.0
Ms. Tammie Hines,9556.0,95.0,863.0,12.04,73.0,29.0
Christopher Morales,12123.0,91.0,711.0,14.77,34.0,27.0
Emily Eaton,11927.0,,476.0,6.64,,33.0
Jennifer Myers,,99.0,288.0,14.75,82.0,51.0
Amy Williams,,146.0,462.0,2.85,,40.0
Melissa Carey,5425.0,,455.0,8.94,23.0,18.0
Juan Bell,2454.0,,761.0,4.7,,
Ryan Holmes,13187.0,70.0,214.0,12.42,60.0,33.0
Stephen Arellano,15352.0,169.0,284.0,5.45,73.0,
Jeremy Holmes DDS,,103.0,317.0,11.86,,50.0
John Mckee,2659.0,73.0,462.0,5.77,81.0,34.0
Kenneth Harrington,9235.0,90.0,815.0,8.95,96.0,29.0
Cassandra Romero,10002.0,159.0,896.0,,103.0,42.0
John Rice,4955.0,121.0,,2.41,75.0,
Matthew Miller,9078.0,164.0,733.0,8.45,97.0,60.0
Jennifer Sparks,,88.0,690.0,13.61,93.0,32.0
Samantha Jackson,17289.0,136.0,811.0,,70.0,
William May,8144.0,,488.0,13.0,,43.0
Michaela Pennington,14749.0,179.0,641.0,3.14,78.0,
Kimberly Jones,10881.0,,214.0,,107.0,38.0
Theresa Bright,3926.0,73.0,746.0,,56.0,18.0
Dana Hernandez,14130.0,152.0,102.0,6.68,72.0,22.0
Lauren Thompson,5554.0,,,6.67,,63.0
Jonathan Mckenzie,14240.0,168.0,662.0,11.74,117.0,38.0
Ryan Kim,7489.0,80.0,365.0,13.06,114.0,50.0
Michael Luna,9684.0,103.0,,0.75,13.0,35.0
Ashley Kelley,,,426.0,12.46,73.0,24.0
Ryan Greene,7380.0,165.0,262.0,9.06,61.0,49.0
Isabella Thomas,12282.0,146.0,167.0,9.81,99.0,55.0
Kathy Blake,9741.0,129.0,269.0,11.85,61.0,39.0
Vanessa May,,106.0,344.0,,118.0,23.0
Stephen Evans,11362.0,,126.0,3.55,,54.0
Cheryl Becker,,101.0,308.0,,73.0,34.0
Martha Hill,13190.0,82.0,542.0,10.55,113.0,
Tammy Burns,4968.0,81.0,623.0,13.47,43.0,43.0
Jodi Lambert,5509.0,,879.0,,41.0,29.0
Amanda Tran,16173.0,73.0,,10.99,9.0,56.0
Theresa Thompson,9203.0,143.0,,14.64,41.0,
Samantha Orr,,115.0,426.0,3.39,13.0,25.0
Kelly Sloan,18795.0,,649.0,5.14,,29.0
Stacey Johnson,,,481.0,6.57,38.0,59.0
Derek Garcia,10541.0,60.0,529.0,1.14,41.0,
Laura Phillips,6466.0,68.0,175.0,,,36.0
Jodi Thornton,11097.0,71.0,404.0,9.83,29.0,31.0
John Watkins,18492.0,121.0,591.0,3.76,21.0,
Deborah Lee,19620.0,131.0,259.0,12.01,47.0,49.0
Breanna Mitchell,7155.0,72.0,533.0,6.92,,48.0
