Name,Steps,HeartRate,CaloriesBurned,HoursOfSleep,DistanceWalked,ActivityType
Deanna Duke,4286,70.9,3238.5,5.7,9.99,Walking
Steven Walker,5104,73.5,1809.8,5.8,9.11,Cycling
Jonathan Wise,2663,72.2,2077.0,7.8,10.7,Cycling
Wendy Bradley,2133,66.1,2631.3,9.2,6.81,Cycling
Ethan Green,13773,68.0,2083.4,8.1,12.01,Running
Robert Winters,17679,62.0,2331.8,6.5,13.94,Resting
Jacob Norton,15133,78.5,1758.6,8.0,11.65,Running
Jason Gilmore,8441,76.0,2093.7,8.6,1.17,Running
Derrick Mitchell,11491,78.2,2204.6,9.4,13.11,Walking
Gabriel Munoz,1897,85.8,2499.1,7.1,2.5,Running
Shannon Simpson,19668,62.1,1722.2,5.3,7.24,Cycling
Ashley Lowe,17354,85.2,1184.5,5.7,11.0,Walking
Morgan Lee,9185,74.8,1764.9,8.1,5.89,Running
Julie Shaw,19863,83.2,1789.7,5.1,9.63,Cycling
Michael Bentley,19296,91.2,2602.2,9.7,2.68,Walking
Holly Brown,4173,77.0,2883.5,7.8,11.03,Running
Matthew Crosby,17449,96.0,2158.1,7.2,14.26,Walking
Donna Smith,16741,70.5,2163.0,9.6,1.9,Resting
David Elliott,17089,81.7,2700.4,5.9,13.53,Walking
John Frank,4551,73.4,1950.4,7.3,13.11,Resting
Ann Castro DVM,12165,76.0,2515.2,6.6,7.58,Running
Ryan Smith,1355,78.6,1771.9,6.9,5.29,Cycling
Jacob Hughes,16693,67.3,2684.6,6.9,8.43,Running
Brian Arroyo,14015,93.7,2003.0,8.6,13.13,Resting
Dr. Justin Diaz,5452,74.2,2323.1,4.5,6.24,Resting
Matthew Owen,19388,71.5,2942.1,9.3,13.51,Walking
Jonathan Roberts,16928,61.5,1933.9,7.7,14.26,Running
Adam Dunn,7977,55.0,2314.4,6.9,11.89,Cycling
Nathaniel Hamilton,1864,80.4,2414.6,6.1,9.25,Resting
David Hale,11684,78.4,2575.8,4.1,1.35,Running
Melanie Coleman,1101,53.1,2178.9,8.3,12.37,Running
Christopher Baker,5123,70.6,2471.0,9.3,9.06,Walking
Sierra Everett,4599,66.9,2092.8,6.5,13.94,Walking
Angela Rios,11168,79.4,2038.3,7.8,6.0,Walking
Melissa Manning,1490,82.3,1769.2,9.0,14.15,Running
Deanna Gardner,18675,81.3,2040.8,6.1,12.53,Walking
Patrick Thomas,19304,84.1,1797.7,4.8,3.33,Walking
Richard Miles,4759,91.7,2265.1,5.4,4.95,Walking
Rebecca Smith,13354,54.1,2346.1,8.2,11.75,Running
Spencer Adams,9377,74.8,2138.9,6.0,9.59,Running
James Jones,7688,72.6,2289.8,6.9,3.63,Cycling
Emily White DVM,8330,91.4,2197.8,5.4,14.08,Walking
Julia Franklin,7785,60.2,2285.1,4.4,9.23,Walking
Christopher Cantu,13436,68.5,2450.4,9.6,12.16,Running
William Smith,3307,71.8,2208.1,7.5,12.26,Resting
Daniel Myers,10947,61.2,2114.1,4.8,10.93,Running
Lisa Ramirez,4972,74.6,2549.5,4.1,4.44,Cycling
Jerry Padilla,3085,63.4,2227.8,7.9,12.16,Cycling
Tracy Ward,15281,71.5,2812.1,7.8,10.26,Running
Madeline Wolfe,16782,80.4,1669.8,6.3,10.73,Resting
Sophia Hayden,8964,78.6,2179.4,9.0,13.73,Running
Tammie Marks,18856,73.3,2223.5,9.7,7.84,Resting
Michael Mejia,7183,62.3,1891.1,10.0,12.52,Running
Amanda Hunt,5787,68.6,2996.0,5.3,14.25,Walking
Rachel Huffman DDS,1057,58.2,2109.1,6.6,2.24,Resting
Kyle Wyatt,17043,70.7,3405.0,5.9,3.28,Resting
Richard Flores,17776,69.2,2688.3,9.7,4.76,Running
Elizabeth Lambert,1881,75.8,2772.8,8.1,8.65,Running
Amanda Gomez,12525,63.6,2155.8,5.3,7.01,Resting
Derek Henderson,3324,70.8,2280.5,4.8,11.83,Walking
Jenna Douglas,13647,65.9,2675.7,8.8,9.2,Running
Leslie Padilla,9472,63.5,2014.7,9.1,6.73,Running
Sherry Barron,3328,80.3,2002.0,6.2,8.71,Cycling
Jennifer Butler,11975,69.4,2217.0,5.0,1.3,Walking
Jessica Mccullough,3011,89.2,2374.0,5.4,11.25,Running
Tanner Stewart,10207,85.7,2057.0,4.3,2.7,Walking
Molly Wallace,2800,78.2,2516.6,5.0,11.9,Running
Karen Shelton,13933,67.2,2114.0,7.3,12.5,Running
Kimberly Arias,10682,97.7,2249.5,7.5,10.98,Cycling
Ryan Waller,3638,78.5,2137.9,5.5,11.3,Resting
Christian Hernandez,16859,80.2,2152.6,9.7,5.26,Walking
Daniel Soto,16690,69.9,2246.4,6.3,13.47,Running
Valerie Cross,5605,78.2,2070.6,6.3,12.28,Resting
Christopher Gonzalez,6928,62.1,1161.8,9.0,11.09,Resting
Michael Dennis,14767,66.7,2377.7,7.9,7.05,Running
Pamela Williams,13790,78.3,2781.5,6.7,10.92,Walking
Christian Bass,7952,66.4,2911.3,6.9,1.37,Running
Jennifer Chapman,6035,75.7,2223.4,8.4,14.4,Cycling
Michael Hoffman,2649,78.4,3298.3,6.0,6.82,Resting
Manuel Fisher,12434,71.1,1671.3,9.7,10.02,Resting
Jonathon Miller,7045,104.0,2565.3,6.1,8.87,Walking
Susan Nash,12043,67.8,2346.8,7.1,1.02,Running
Mark Mcdonald,3670,87.0,1925.0,7.3,6.37,Running
Carl Henderson,14544,73.0,3004.1,4.6,12.31,Resting
Ann Gomez,4406,67.9,2426.5,4.1,5.72,Running
Matthew Garcia,17048,63.7,2777.5,9.7,2.96,Walking
Melissa Mathews,3532,68.9,2529.4,6.3,5.16,Running
Jeremy Casey,2287,75.1,2674.4,8.2,9.36,Cycling
Steven Wade,16387,97.9,2479.4,5.0,3.13,Walking
Joseph Conway,17435,63.8,2679.8,6.4,8.41,Cycling
Michael Kelley,16722,69.6,2545.2,8.1,10.52,Cycling
Mary Lopez,14193,73.7,1920.1,9.1,13.3,Running
Brian Solis,18353,81.1,2073.2,4.1,4.49,Running
Mia Gallegos,19425,82.8,2956.8,8.4,6.56,Cycling
Ariana Reynolds,10990,66.6,1725.4,8.3,12.34,Cycling
Tiffany Duran,16503,74.9,2335.3,7.4,6.25,Running
Cynthia Molina,9745,72.1,2276.3,4.7,4.2,Running
Amanda Young,13373,70.7,1752.2,5.9,11.31,Running
Joshua Newman,3002,59.6,2040.7,5.0,2.27,Running
Antonio Atkinson,1951,72.0,2556.4,4.4,6.8,Cycling
Jacob Simmons,7637,83.0,2473.9,7.0,3.49,Walking
Rose Anderson,6870,62.1,2289.6,7.5,12.64,Running
Nicole Evans,2820,64.3,2283.6,10.0,9.67,Running
Christopher Bailey,8526,76.4,2301.8,7.6,10.57,Cycling
Wendy Raymond,11937,83.7,2585.8,5.1,9.44,Running
Kristin Riddle,3481,74.3,2160.7,9.6,2.07,Resting
Molly Campbell,15823,70.3,1996.8,9.7,9.85,Walking
Debra Gates,11057,82.1,2039.3,4.6,8.82,Resting
Sarah Curtis,6510,80.1,2815.9,8.8,14.85,Walking
Gloria Randolph,1478,73.9,2991.0,8.3,6.33,Cycling
Miranda Bailey,8789,77.9,1773.4,7.6,5.21,Resting
Jimmy Pennington,19883,69.0,3035.0,7.9,12.14,Walking
John Lewis,6648,69.6,2056.4,5.1,3.94,Resting
Kevin Skinner,12358,89.4,2337.2,5.2,3.16,Resting
Michele Young,9169,92.1,1803.6,4.2,6.8,Resting
Brendan Sims,1016,80.2,2021.2,4.2,10.61,Cycling
Gabriel Wade,2641,74.2,2012.6,7.4,2.76,Walking
Mark Schaefer,10397,66.3,1847.8,8.5,11.52,Walking
Stacey York,3781,69.8,2511.2,5.0,10.53,Cycling
Charles Patterson,15638,77.8,2065.7,9.4,6.47,Running
James Patrick,19121,62.2,2372.1,7.2,3.54,Resting
Dale Lopez,15734,77.6,3347.6,5.1,1.45,Cycling
Michael Burns,16253,76.0,2176.1,8.8,11.58,Running
Deborah Anderson DDS,11485,76.7,2027.8,6.4,3.64,Running
Douglas Gilmore,2865,72.0,1238.5,8.8,7.2,Cycling
Dr. Eric Wilson,12394,69.6,3005.7,7.3,11.77,Walking
Louis Munoz,17647,75.0,2035.5,5.8,3.99,Walking
Eric Baker,1366,64.2,2791.0,4.9,8.85,Running
Ronald Rangel,3136,53.2,2462.0,9.7,7.93,Resting
Nicole Holmes,5701,70.2,2115.4,4.0,10.66,Resting
Noah Strickland,17923,59.4,1967.2,7.4,5.72,Walking
Ronald Burgess MD,15432,66.9,1955.8,8.5,14.15,Resting
Francisco Ramirez,10181,81.7,2256.1,8.4,5.23,Resting
Mike Golden,1403,80.3,2396.6,7.6,2.02,Walking
Stephanie Collins,17482,86.6,2083.4,9.0,13.57,Walking
Sherri Simpson,4850,58.7,3494.9,8.1,13.35,Resting
Hailey Smith,6505,78.1,2996.2,8.3,7.01,Resting
Emily Schmidt,12932,95.5,2433.4,9.9,6.07,Walking
Tiffany Barajas,4940,81.0,2165.2,7.0,6.47,Running
Alex Diaz,7510,76.7,2215.8,4.1,7.62,Running
John Jones,2357,62.3,1855.7,8.3,10.67,Cycling
Olivia Harris,15155,85.2,1751.6,5.8,10.97,Resting
Monica Jones,11346,70.7,1872.3,4.4,10.68,Walking
Edward Campos,17824,71.4,2350.5,8.7,5.92,Cycling
Carl Jackson,4570,64.9,1773.5,9.9,1.75,Walking
Jerry Griffith,16785,78.5,1889.4,9.3,8.42,Resting
Jesse Lowe,4301,75.7,2165.1,4.9,8.58,Resting
Amy Stewart,14769,71.4,2071.0,9.8,5.42,Running
Pamela Jackson,5528,63.2,1918.9,6.6,3.66,Cycling
Andrea York,16750,92.1,2595.7,4.6,1.66,Cycling
Emily Austin,17054,85.1,2366.0,8.5,2.02,Walking
Michael Hicks,8038,71.2,2254.2,4.5,2.69,Walking
Dana Jones,8542,80.2,1782.9,7.8,4.65,Walking
Jeffrey Taylor,1496,94.1,2403.4,4.7,12.94,Walking
Douglas Schultz,11178,67.5,2434.0,5.1,8.61,Cycling
Vincent Pittman,5522,67.3,2494.2,4.2,1.12,Walking
Emily Henson,7298,61.6,1821.4,9.7,14.21,Running
Joe Green,6268,71.6,2170.8,4.1,8.75,Walking
Stephanie Guerrero MD,4097,78.9,1538.9,5.8,4.08,Walking
David Willis,7432,65.4,2626.7,5.9,14.29,Running
Karen Middleton,17196,70.5,1991.8,6.8,10.83,Running
Anthony Stone,11494,71.8,2127.3,9.7,6.24,Running
Jonathan Davis,4277,57.4,2074.3,8.6,13.21,Cycling
Lance Cooke,6528,75.3,1884.9,4.3,12.8,Walking
Susan Owens,18276,59.2,1499.9,7.0,4.75,Resting
Kathryn Jackson,17170,66.6,2482.9,4.7,6.58,Cycling
Travis Rivera,9330,83.0,1932.7,4.7,11.5,Resting
Debbie Carney,19786,67.7,2565.6,8.1,13.27,Walking
Jonathan Howard,12960,66.4,2617.4,9.6,5.16,Cycling
Colleen Lopez,18982,89.5,1767.7,5.1,3.53,Cycling
Shari Wood,11850,58.4,1834.6,5.0,6.7,Resting
Brandon Leonard,4706,74.9,1967.3,4.4,1.63,Walking
Valerie Ramos,1050,69.3,2477.6,7.0,6.46,Running
Zoe Martin,15718,90.2,1715.4,7.6,2.85,Walking
Lori Fleming,7969,75.4,2121.0,5.6,11.82,Walking
Laura Pennington,7876,67.6,2652.0,9.3,11.45,Walking
Emma Yoder,8762,78.8,1923.7,7.4,11.81,Running
Madison Adams,10799,74.6,2536.0,7.0,14.69,Walking
Patrick Ward,1897,91.7,1714.9,8.7,13.14,Resting
Misty Fuller,7406,90.3,2293.4,6.3,3.85,Running
Eric Cunningham,1046,96.4,2638.0,5.9,1.07,Running
Mary Giles,17740,71.3,1798.3,9.9,5.52,Cycling
Bryce Martinez,1986,68.8,2490.4,9.3,1.02,Walking
Kathy Warren,5304,64.2,2413.0,6.3,1.48,Resting
Alicia Harding,13627,99.6,2777.3,7.9,12.26,Resting
William Solomon,14971,60.5,2027.2,7.7,2.12,Resting
Kenneth Ray,7031,80.1,2577.8,5.6,6.5,Cycling
Matthew Powell,4707,86.3,2080.1,7.7,3.6,Running
Jeffrey Owens,4059,71.6,2231.2,7.3,12.66,Running
Jonathan Wells,1146,84.1,2146.2,5.4,4.86,Running
Mr. Nathan Curtis,12702,91.0,2151.2,8.2,12.86,Resting
Marvin Johnson,16983,80.4,2619.2,8.5,2.72,Running
John Edwards,3202,81.5,1970.8,4.8,7.33,Resting
Omar Johnson,16205,59.1,2741.6,8.6,4.88,Resting
Aaron Wilson,8405,78.1,2874.9,5.3,11.59,Resting
Ernest Bishop,17379,78.2,2525.5,6.0,10.76,Cycling
Mary Patterson,16768,69.2,2253.5,8.7,6.87,Resting
Antonio Evans,5987,72.8,1694.9,8.2,9.43,Cycling
Ana Carrillo,9296,74.8,2496.9,4.8,14.43,Walking
Monica Valencia,17489,94.6,1695.2,5.8,1.21,Running
Christian Fernandez,13571,78.3,1858.2,7.2,3.81,Running
John Booth,4737,61.8,2323.6,7.5,12.9,Cycling
Cassandra White,11265,72.0,2389.8,4.1,13.73,Resting
Heather Long,4225,56.2,2073.9,6.2,9.86,Walking
Dr. Justin Rios,2627,89.0,2326.7,6.2,9.69,Cycling
John Tanner,16478,77.6,2150.3,9.2,3.64,Running
Emily Freeman,8446,87.0,1119.2,8.8,4.29,Resting
Maria Hall,11866,79.6,2359.4,6.3,5.63,Cycling
Dean Cardenas IV,11322,78.6,2394.2,9.3,3.16,Resting
Jamie Bright,8630,74.5,2138.8,5.9,7.4,Resting
Zachary Simon,8084,77.1,2387.4,8.1,14.1,Walking
Nathan Gonzalez,2677,68.1,1935.5,9.5,9.18,Cycling
Brandon Taylor,7585,67.0,2381.7,6.7,1.97,Walking
Elizabeth Lawrence,11600,74.7,1850.2,6.6,7.5,Resting
Kayla Bennett,10673,61.5,1584.1,5.1,11.2,Running
Karen Boyd,9446,78.0,3093.0,8.2,2.46,Cycling
Brett Singleton,12044,70.4,2772.8,4.4,12.7,Walking
Ashley Peters,5051,65.6,2110.0,6.8,12.02,Running
Keith Campbell,9914,67.6,2364.3,6.6,8.74,Running
David Pierce,2082,73.8,1507.9,9.6,6.33,Running
Mr. Richard Holmes,3158,90.0,2502.3,5.5,6.05,Walking
Lisa Brown,13062,59.0,1609.4,5.2,4.0,Walking
Rebecca Chen,3252,64.0,2307.9,7.0,14.22,Walking
Laura Alexander,19039,75.9,1742.4,9.9,1.16,Resting
Kathleen Johnston,2442,84.7,2331.7,6.0,4.81,Resting
John Snow,8153,98.9,2707.2,7.3,10.36,Walking
Carly Smith,19264,66.2,2162.6,7.0,13.95,Cycling
Nathan Thomas,7005,77.1,1235.9,8.5,11.33,Cycling
Shawn Hopkins,3695,81.7,1547.2,4.1,7.97,Walking
Heidi Morrow,18322,88.2,1270.1,9.0,5.2,Resting
Stephanie Johnson,9112,86.2,2020.8,4.1,13.39,Cycling
Connor Morgan,13665,78.4,2592.8,9.6,5.35,Running
Elizabeth Rhodes,7245,77.0,1824.2,9.5,13.33,Walking
Gabriel Thompson,1963,77.8,1985.4,9.8,9.89,Walking
Jeffery Jones,3374,55.7,2295.9,7.3,8.96,Running
Donna Hall,16529,79.8,2535.4,7.2,8.1,Walking
Catherine Burke,8701,70.9,2305.3,6.3,11.52,Walking
Margaret Kerr,9724,74.4,2412.0,8.1,1.67,Resting
Lisa Lambert,15042,85.3,2274.9,5.3,14.55,Walking
Tom Gonzalez,1230,75.8,2275.6,6.1,14.89,Running
Teresa Matthews,18951,63.9,2493.9,8.4,9.72,Walking
Colleen Reyes,17414,64.2,1926.2,4.1,8.79,Cycling
Michael Scott,6008,70.5,2421.8,5.1,7.4,Resting
Tina Hernandez,3884,72.9,2073.5,8.7,10.37,Resting
Karla Ellison,9527,72.3,1553.7,9.4,1.36,Running
Madeline Davis,6765,64.0,2321.3,7.6,3.47,Running
Megan Richmond,16366,98.4,2576.1,4.3,8.77,Resting
James Sandoval,7355,83.8,2306.8,5.1,7.23,Walking
Michael Jordan,5938,59.6,2283.9,4.9,13.51,Walking
Melissa Rice,12421,63.3,2237.0,6.1,4.14,Walking
Hayden Alexander,17914,84.5,1647.4,8.8,11.53,Resting
Gregory Brown,10854,59.4,1846.3,9.5,10.87,Resting
David Sampson,10815,69.1,1444.5,6.3,6.74,Running
Kristen Bullock,8295,71.1,2528.6,8.5,12.59,Resting
Richard Brown,6660,72.5,1724.3,6.1,7.89,Walking
Raymond Morgan,19223,70.5,2209.3,9.3,12.17,Walking
Dr. Krystal Jones,18640,55.0,2503.3,9.8,1.53,Running
Terri Smith,2358,81.7,2183.7,8.6,12.39,Walking
Bryan Cobb,8845,89.0,2314.4,5.1,8.8,Running
Karen Andersen,6943,82.4,2010.2,8.4,14.72,Walking
Rachel Martin,12618,44.2,2353.2,9.0,10.83,Resting
Mary Mccoy,4116,72.3,2022.0,4.4,1.33,Resting
Linda Baker,8160,83.8,2511.2,8.4,1.65,Walking
Kelly Meyer,9671,80.1,2330.7,4.8,14.34,Resting
Sean Young,3568,78.1,2029.4,7.9,3.08,Running
Thomas Patel,18466,62.4,2724.4,4.1,13.2,Cycling
Jon James,8044,78.0,2429.9,6.4,6.36,Cycling
Mark Herrera,1252,67.0,2311.1,5.2,12.33,Cycling
Kenneth Ortiz,11539,78.6,1570.3,7.0,5.47,Walking
Jared Casey,2856,88.2,2580.9,6.1,13.28,Walking
Kevin Rivera,8404,65.9,2994.9,5.9,14.59,Resting
Jasmine Thompson,10235,75.0,2615.5,5.6,11.45,Cycling
Justin Wright,18732,72.6,2631.8,5.5,11.73,Running
Mitchell Carter,1956,100.6,1849.6,6.9,7.14,Walking
David Arnold,17410,63.7,3269.3,4.3,12.32,Resting
Maria Bennett,4513,79.5,1650.4,8.6,3.2,Walking
Kenneth Cummings,8135,82.3,2278.2,8.7,6.84,Running
Justin Scott,1489,72.8,1724.0,9.3,10.38,Running
Jody Robinson,3658,67.1,2578.7,8.3,4.48,Walking
Kimberly Freeman,5672,87.8,1558.9,9.9,11.19,Running
Elizabeth Walters,12948,77.2,2219.1,7.5,10.74,Running
Jorge Spencer,7985,78.0,1748.3,6.1,14.51,Resting
James Maldonado,7449,78.7,2291.7,9.0,2.2,Cycling
Jacqueline Porter,17044,64.4,2344.4,9.0,6.5,Resting
Marcus Berg,15658,80.4,2080.8,7.0,6.95,Cycling
Angela Stephenson,18680,83.9,2320.8,5.3,6.46,Walking
Barry James,13961,75.4,2441.6,5.4,13.82,Walking
Joshua Mann,15048,83.3,2690.9,9.9,13.38,Walking
Linda Leach,7271,83.3,2644.8,7.8,11.98,Cycling
Heather Burgess,6531,62.0,1789.6,7.4,7.47,Cycling
William Gonzalez,1727,80.2,2480.5,7.1,13.97,Walking
Brandy Waller,11754,64.4,2013.3,4.3,8.77,Resting
Ricky Thomas,9289,94.8,2471.0,5.5,1.9,Resting
Robert Smith,8761,88.7,2396.6,7.6,9.01,Cycling
Angela Stewart,15159,83.5,1303.7,8.6,7.91,Resting
Rachel Case,19390,64.9,2259.6,5.9,12.03,Running
Kendra Thomas,19870,69.3,2056.8,9.0,2.73,Walking
Denise Collins,12289,53.7,2315.5,4.5,7.07,Running
Mr. David King Jr.,16676,57.4,2531.5,8.1,12.83,Walking
Taylor Lopez,17029,76.2,2734.2,7.6,13.24,Walking
Taylor Gates,9783,80.8,2465.7,9.7,4.99,Walking
Ryan Duran,12903,75.4,2483.3,4.3,7.56,Cycling
Cameron King,10175,70.6,1983.3,7.8,1.18,Resting
Mrs. Theresa Acevedo,3590,81.5,1819.3,9.1,9.87,Resting
Aaron Brown,5565,71.3,2056.3,6.8,10.59,Walking
Amber Curtis,5280,83.5,2266.4,9.6,6.42,Cycling
Dana Thompson,18987,54.7,2039.5,4.9,2.41,Running
Jamie Bishop,15173,73.5,2429.6,9.1,1.86,Cycling
Brandon Herring,9747,80.3,2648.4,9.7,2.71,Resting
Mary Santos,8965,79.7,2962.4,9.5,1.99,Cycling
Mark Bennett Jr.,11180,71.0,2302.0,9.6,14.88,Running
Nathan Parker,7714,81.2,1910.8,9.5,11.93,Cycling
Traci Hawkins,11751,62.7,2754.4,8.4,8.38,Walking
Mark Cline,13211,73.0,2310.8,6.2,13.7,Running
Henry Ramos,17121,61.6,2659.2,6.3,13.47,Running
Jessica Armstrong,1262,72.1,2697.2,6.4,10.06,Resting
John Hess,19374,60.2,2286.0,4.3,6.79,Resting
Matthew Smith,1020,68.9,2077.4,4.6,6.18,Walking
Caitlin Kelley,10021,62.8,1959.9,4.7,11.61,Cycling
Joseph Wilson,16966,67.9,2154.5,8.4,9.94,Running
Kathy Pratt,1586,80.6,2321.7,4.1,1.42,Cycling
Rhonda Parker,1956,64.7,2403.8,8.3,10.99,Running
Mr. David Day,8962,89.8,1996.0,4.2,6.9,Running
Andrea Nelson,8235,89.4,2818.2,7.5,6.01,Resting
Christopher Wilson,9125,67.8,2181.4,7.7,6.68,Resting
Joseph Smith,13510,72.8,2129.0,5.0,9.05,Running
Jennifer Henderson,15547,75.8,2110.6,7.4,5.69,Cycling
John Austin,11254,75.1,2435.9,8.6,11.24,Resting
Jessica Ortiz,1566,72.3,2212.3,7.3,8.29,Walking
Derek Lee,19420,67.0,2176.4,9.2,1.06,Running
Kimberly Ferguson,10165,68.6,2650.2,9.8,12.12,Running
Christopher Rivera,13480,78.2,2713.8,5.3,10.58,Walking
Ryan Porter,4639,73.8,1538.6,4.6,12.68,Resting
Daniel Drake,1458,67.8,2398.9,5.5,2.61,Running
Pamela Rasmussen,5596,78.6,1648.0,8.8,14.24,Cycling
Emily Moyer,19842,66.0,2189.1,7.1,8.8,Walking
Dawn Torres,7999,72.3,1762.7,5.2,9.69,Walking
Brian Nelson MD,16518,59.1,1865.1,9.5,6.44,Cycling
Matthew Daniels,14364,80.1,3030.8,4.5,11.53,Walking
Christian Sandoval,2130,68.2,2388.8,9.7,7.77,Resting
Joseph George,2229,68.6,1780.7,7.4,7.58,Walking
David Escobar,1094,65.9,2026.3,5.0,4.77,Walking
Victor Williams,7557,86.9,1930.3,4.8,11.8,Running
Allen Jones,18260,75.6,2489.4,5.0,11.57,Resting
Shaun Wright,13986,65.4,1676.1,7.1,6.0,Resting
Phillip Campbell,8918,65.7,1900.7,7.6,5.4,Cycling
Logan Garcia,7314,64.8,2181.9,8.4,1.91,Running
Michael Miller,6953,60.0,2055.2,9.3,1.51,Walking
David Nguyen,6579,79.2,2309.0,6.6,7.38,Resting
Rebecca Henderson,3475,70.9,2097.5,8.5,6.45,Resting
Charles Long,2550,76.3,1660.9,4.1,13.66,Cycling
Jacob Walter,16506,91.2,2750.1,7.3,12.48,Running
Victoria Cowan,13169,48.5,1948.4,7.1,6.27,Walking
Kayla Bell,6949,69.5,1753.4,8.3,4.87,Resting
David Steele,8906,64.5,2474.7,6.1,10.83,Running
William Mason,15426,77.8,1980.8,6.3,4.81,Walking
Heidi Sims,15047,80.4,2680.7,8.0,11.49,Running
Donald Wilson,17955,75.4,2441.1,4.7,8.95,Cycling
Robert Lee,9306,65.3,1992.0,6.6,2.83,Resting
Carolyn Turner,8481,71.4,1638.2,9.3,12.98,Walking
Marc Harris,3785,74.8,2131.0,8.1,5.58,Walking
Kevin Hodges,11771,55.7,1926.7,8.9,6.56,Walking
Jonathan Hall,3565,101.8,1827.5,5.3,11.05,Walking
Vickie Mcneil,7389,87.4,1836.1,8.3,3.57,Running
Mark Shepard,19206,74.7,2154.2,6.6,10.77,Cycling
Bryan Warner,14055,80.1,2271.4,5.3,7.38,Walking
Steven Jackson,9021,66.3,2526.1,9.7,3.76,Resting
Michael Watson,19557,69.7,1909.6,8.4,2.71,Running
Amy Glover,11426,86.3,2329.1,5.9,3.69,Resting
Dr. Marie Lyons DDS,5801,78.1,1464.0,9.1,3.23,Cycling
Jason Huffman,19832,74.8,2423.7,5.1,7.93,Cycling
Steve Williams,2971,89.6,1857.1,5.3,9.21,Resting
Brandon Goodwin,2885,67.3,2551.8,6.8,11.51,Cycling
Lisa Silva,19986,74.6,2057.0,6.6,8.94,Cycling
Darlene Tyler,1258,76.8,1659.9,7.2,2.36,Cycling
Jill Martinez,11584,87.4,2173.4,6.5,3.95,Resting
Heather Taylor,4104,67.9,2699.2,5.5,3.33,Resting
Jesse Morris,16017,69.3,2282.7,5.4,13.96,Walking
Jamie Moreno,3681,73.5,1869.8,7.1,5.42,Walking
Stephanie Bass,5429,79.1,2341.2,8.4,3.06,Cycling
Logan Fox,4516,79.5,1373.5,7.4,7.34,Walking
Mitchell Morris,5765,92.7,2119.9,6.0,7.26,Walking
Amy Warren,9695,58.7,2355.2,6.2,11.56,Cycling
Kyle Ellis,14202,47.3,1939.0,8.2,5.36,Resting
Ryan Howard,6370,91.3,2184.3,5.6,14.4,Walking
Kim Smith,11694,56.8,1865.7,9.1,2.92,Running
Sandy Hogan,3405,65.7,2188.7,9.2,3.37,Resting
Jane Stone,3842,57.0,2131.8,4.8,2.27,Resting
Devon Miller,8888,76.4,2665.3,9.3,1.28,Running
Julia Andrews,16957,80.4,2295.1,6.4,6.29,Running
Anthony Patel,5709,74.9,2149.1,9.5,13.15,Resting
Shane Fernandez,18166,76.2,2461.8,9.0,13.54,Running
Charles Friedman,9371,97.4,2745.2,9.0,5.97,Walking
Rick Castaneda Jr.,10199,75.5,1832.1,5.3,9.1,Resting
Brenda Daniels,6294,79.8,2440.2,7.8,4.59,Resting
Raymond Pierce,13843,75.2,2776.2,8.5,14.64,Running
Dr. Robin Thompson,1278,65.1,2356.4,5.7,11.88,Resting
Tammy Robinson,15691,76.4,2087.2,6.2,3.98,Resting
Suzanne Lopez,9417,68.0,1311.4,4.6,7.87,Running
Christina Duran,2655,86.3,1710.8,5.3,4.34,Cycling
John Reynolds,17716,65.6,1796.0,4.0,13.64,Cycling
Jenna Cisneros,8240,72.7,1887.9,9.0,13.94,Walking
Angelica Hughes,4212,71.1,1849.1,8.5,6.04,Resting
Shelly Scott,3255,79.0,1772.6,5.6,13.44,Resting
Rebecca Miller,16485,71.9,2567.6,8.6,1.98,Walking
Leonard Martinez,11593,69.2,2569.7,6.8,12.71,Resting
Angela Hamilton,2146,61.5,2153.7,4.2,10.2,Cycling
Fernando Miller,8161,56.7,2508.4,5.4,4.16,Running
Victoria Hickman,11799,68.8,1942.0,6.3,2.83,Running
Danny Jenkins DDS,12149,78.8,2412.8,4.1,7.09,Running
Jake Andrade,7742,88.4,1265.6,7.8,5.07,Running
Tyler Bell,7854,76.1,1850.7,4.4,6.73,Cycling
Jared Butler III,1411,83.2,1818.3,5.4,7.42,Walking
Barbara Wright,15292,61.5,2083.9,6.4,14.93,Running
Connie Johnson,10220,90.3,2446.7,7.8,7.52,Walking
William Watson,18139,56.7,1646.4,8.1,12.97,Resting
Katherine Valencia,15871,81.0,2067.7,7.1,4.27,Running
Julia Bowen,18582,86.5,2414.4,7.4,7.14,Running
Zachary Wallace,10208,69.6,2896.0,9.3,11.23,Walking
Elizabeth Hawkins,16882,69.4,1694.5,5.8,10.87,Running
Mr. Robert Holmes,15905,81.4,2323.3,4.6,6.97,Resting
Kristina Roberts,3524,68.2,2103.5,8.5,11.09,Cycling
Samantha Nicholson DVM,17500,73.3,3162.9,5.9,2.91,Walking
Michelle Jordan,9297,61.7,1841.9,8.5,12.08,Resting
John Smith,12386,60.0,2369.8,4.4,9.09,Walking
Jerry Silva,17924,61.5,2495.4,4.9,10.51,Running
Ryan Alvarado,1525,67.3,2278.4,5.9,14.51,Walking
Glen James,6434,89.1,2212.5,5.4,7.25,Resting
Stephen Wolf,2670,89.0,2321.2,9.7,4.58,Running
Natasha Walters,1189,77.4,2050.1,5.7,3.51,Resting
Gregory Black,8740,68.3,1839.0,5.5,14.88,Resting
